ncalls,tottime,percall,cumtime,percall,filename:lineno(function)
6288,0.004,0.000,0.005,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/openpifpaf/network/heads.py:229(n_fields)
1572,0.039,0.000,18.631,0.012,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/openpifpaf/network/nets.py:20(forward)
12576,0.008,0.000,0.010,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/openpifpaf/network/heads.py:248(n_fields)
4716,0.329,0.000,1.429,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/openpifpaf/network/heads.py:406(forward)
1572,0.004,0.000,0.004,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/openpifpaf/decoder/caf_scored.py:16(__init__)
1572,0.002,0.000,0.002,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/openpifpaf/decoder/cif_hr.py:19(__init__)
1572,0.013,0.000,0.024,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/openpifpaf/decoder/caf_scored.py:36(<listcomp>)
1572,0.011,0.000,0.021,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/openpifpaf/decoder/caf_scored.py:37(<listcomp>)
31440,0.007,0.000,0.007,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/openpifpaf/decoder/caf_scored.py:84(<genexpr>)
31440,0.005,0.000,0.005,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/openpifpaf/decoder/caf_scored.py:85(<genexpr>)
1572,1.762,0.001,3.123,0.002,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/openpifpaf/decoder/caf_scored.py:32(fill_caf)
1572,0.008,0.000,3.131,0.002,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/openpifpaf/decoder/caf_scored.py:89(fill)
1572,0.775,0.000,1.028,0.001,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/openpifpaf/decoder/cif_seeds.py:23(fill_cif)
1572,0.005,0.000,0.042,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/openpifpaf/decoder/cif_seeds.py:52(get)
20916,0.008,0.000,0.008,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/openpifpaf/decoder/caf_scored.py:26(directed)
4716,0.008,0.000,0.055,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/torch/nn/modules/dropout.py:149(forward)
4716,0.006,0.000,0.187,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/torch/nn/modules/pixelshuffle.py:53(forward)
37728,0.052,0.000,0.081,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/torch/nn/modules/container.py:194(__iter__)
37728/7860,0.767,0.000,16.479,0.002,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/torch/nn/modules/container.py:202(forward)
1572,0.004,0.000,0.005,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/torch/nn/modules/container.py:302(__iter__)
88032,0.537,0.000,4.309,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/torch/nn/modules/batchnorm.py:137(forward)
88032,0.086,0.000,0.137,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/torch/nn/modules/batchnorm.py:408(_check_input_dim)
92748,0.156,0.000,7.012,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/torch/nn/modules/conv.py:454(_conv_forward)
92748,0.268,0.000,7.400,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/torch/nn/modules/conv.py:462(forward)
58164,0.072,0.000,1.127,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/torch/nn/modules/activation.py:101(forward)
1572,0.007,0.000,0.008,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/torch/autograd/grad_mode.py:126(__init__)
1572,0.005,0.000,0.010,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/torch/autograd/grad_mode.py:131(__enter__)
1572,0.003,0.000,0.007,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/torch/autograd/grad_mode.py:135(__exit__)
3144,0.006,0.000,0.008,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/torch/autograd/grad_mode.py:227(__init__)
3144,0.008,0.000,0.045,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/torch/autograd/profiler.py:478(__init__)
3144,0.018,0.000,0.067,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/torch/autograd/profiler.py:487(__enter__)
3144,0.012,0.000,0.035,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/torch/autograd/profiler.py:491(__exit__)
7860,0.002,0.000,0.002,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/torch/_jit_internal.py:1082(is_scripting)
4716,0.024,0.000,0.046,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/torch/nn/functional.py:1305(dropout2d)
58164,0.064,0.000,1.055,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/torch/nn/functional.py:1446(relu)
88032,0.217,0.000,3.348,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/torch/nn/functional.py:2419(batch_norm)
4716,0.005,0.000,0.007,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/torch/_VF.py:26(__getattr__)
88032,0.040,0.000,0.069,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/torch/backends/__init__.py:31(__get__)
323832/3144,0.857,0.000,19.002,0.006,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/torch/nn/modules/module.py:1188(_call_impl)
685392,0.510,0.000,0.510,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/torch/nn/modules/module.py:1256(__getattr__)
1572,0.004,0.000,0.026,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/torch/_tensor.py:906(__iter__)
1572,0.002,0.000,0.011,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/torch/_tensor.py:952(__array__)
15,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/logging/__init__.py:212(_acquireLock)
15,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/logging/__init__.py:221(_releaseLock)
22089,0.016,0.000,0.032,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/logging/__init__.py:1356(debug)
1598,0.001,0.000,0.002,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/logging/__init__.py:1368(info)
16,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/logging/__init__.py:1600(getEffectiveLevel)
23687,0.016,0.000,0.016,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/logging/__init__.py:1614(isEnabledFor)
1572,0.008,0.000,0.012,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/PIL/Image.py:249(_conv_type_shape)
8,0.000,0.000,0.003,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/PIL/Image.py:322(preinit)
26724,0.239,0.000,0.239,0.000,{built-in method openpifpaf.functional.scalar_square_add_gauss_with_max}
139928,0.074,0.000,0.074,0.000,{built-in method openpifpaf.functional.scalar_nonzero_clipped_with_reduction}
39896,0.063,0.000,0.063,0.000,{openpifpaf.functional.grow_connection_blend}
83258,0.319,0.000,0.706,0.000,{openpifpaf.functional.scalar_values}
1572,0.007,0.000,0.013,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/copy.py:132(deepcopy)
1572,0.002,0.000,0.002,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/copy.py:210(_deepcopy_list)
1572,0.003,0.000,0.003,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/copy.py:252(_keep_alive)
8647,0.006,0.000,0.011,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/inspect.py:504(_is_wrapper)
8644,0.015,0.000,0.030,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/inspect.py:484(unwrap)
2,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/inspect.py:613(cleandoc)
4317,0.003,0.000,0.006,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/inspect.py:1707(_signature_get_user_defined_method)
4320,0.024,0.000,0.091,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/inspect.py:1799(_signature_bound_method)
4317,0.009,0.000,0.028,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/inspect.py:1825(_signature_is_builtin)
4317,0.010,0.000,0.017,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/inspect.py:1837(_signature_is_functionlike)
10,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/inspect.py:2117(_signature_from_function)
4320,0.001,0.000,0.003,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/inspect.py:2226(<lambda>)
8647/4327,0.054,0.000,0.236,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/inspect.py:2198(_signature_from_callable)
36,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/inspect.py:2467(__init__)
84075,0.008,0.000,0.008,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/inspect.py:2517(name)
34545,0.004,0.000,0.004,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/inspect.py:2521(default)
107249,0.012,0.000,0.012,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/inspect.py:2529(kind)
5897,0.004,0.000,0.004,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/inspect.py:2609(__init__)
46,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/inspect.py:2799(<genexpr>)
4330,0.042,0.000,0.051,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/inspect.py:2750(__init__)
4327,0.005,0.000,0.241,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/inspect.py:2829(from_callable)
11806,0.004,0.000,0.004,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/inspect.py:2835(parameters)
4320,0.008,0.000,0.059,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/inspect.py:2843(replace)
5897,0.086,0.000,0.120,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/inspect.py:2879(_bind)
5897,0.008,0.000,0.128,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/inspect.py:3010(bind)
4327,0.006,0.000,0.248,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/inspect.py:3081(signature)
1157,0.010,0.000,0.103,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/numpy/ma/extras.py:289(__call__)
9256,0.008,0.000,0.008,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/numpy/ma/core.py:1278(_replace_dtype_fields_recursive)
9256,0.012,0.000,0.021,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/numpy/ma/core.py:1310(_replace_dtype_fields)
9256,0.004,0.000,0.025,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/numpy/ma/core.py:1324(make_mask_descr)
57620,0.021,0.000,0.030,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/numpy/ma/core.py:1357(getmask)
2314,0.006,0.000,0.027,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/numpy/ma/core.py:1419(getmaskarray)
3886,0.005,0.000,0.045,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/numpy/ma/core.py:1540(_shrink_mask)
2314,0.002,0.000,0.009,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/numpy/ma/core.py:1639(make_mask_none)
6288,0.002,0.000,0.002,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/numpy/ma/core.py:1812(_check_mask_axis)
5043,0.068,0.000,0.209,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/numpy/ma/core.py:2334(masked_invalid)
5785,0.028,0.000,0.133,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/numpy/ma/core.py:2817(__new__)
26372,0.107,0.000,0.168,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/numpy/ma/core.py:2948(_update_from)
22901,0.116,0.000,0.330,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/numpy/ma/core.py:2974(__array_finalize__)
3471,0.006,0.000,0.053,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/numpy/ma/core.py:3123(view)
69565,0.029,0.000,0.029,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/numpy/ma/core.py:3405(dtype)
27402,0.013,0.000,0.013,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/numpy/ma/core.py:3421(shape)
2314,0.001,0.000,0.002,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/numpy/ma/core.py:3504(mask)
3886,0.005,0.000,0.050,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/numpy/ma/core.py:3601(shrink_mask)
15560,0.012,0.000,0.020,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/numpy/ma/core.py:3637(_get_data)
8618,0.013,0.000,0.053,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/numpy/ma/core.py:3731(filled)
3471,0.007,0.000,0.060,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/numpy/ma/core.py:4540(ravel)
3144,0.021,0.000,0.487,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/numpy/ma/core.py:5660(min)
3144,0.015,0.000,0.341,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/numpy/ma/core.py:5794(max)
28934,0.019,0.000,0.037,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/numpy/ma/core.py:6566(is_masked)
3471,0.008,0.000,0.151,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/numpy/ma/core.py:6765(__call__)
1157,0.003,0.000,0.038,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/numpy/ma/core.py:7907(asarray)
3471,0.008,0.000,0.081,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/numpy/ma/core.py:7956(asanyarray)
8634,0.003,0.000,0.004,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/inspect.py:72(isclass)
4317,0.002,0.000,0.002,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/inspect.py:80(ismethod)
4317,0.007,0.000,0.015,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/inspect.py:90(ismethoddescriptor)
8654,0.003,0.000,0.004,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/inspect.py:158(isfunction)
4317,0.002,0.000,0.003,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/inspect.py:276(isbuiltin)
6288,0.007,0.000,0.036,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/numpy/ma/core.py:200(_recursive_fill_value)
6288,0.007,0.000,0.018,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/numpy/ma/core.py:215(_get_dtype_of)
6288,0.007,0.000,0.029,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/numpy/ma/core.py:282(_scalar_fill_value)
6288,0.010,0.000,0.064,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/numpy/ma/core.py:280(_extremum_fill_value)
3144,0.004,0.000,0.041,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/numpy/ma/core.py:294(minimum_fill_value)
3144,0.003,0.000,0.029,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/numpy/ma/core.py:345(maximum_fill_value)
2330,0.006,0.000,0.011,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/numpy/ma/core.py:428(_check_fill_value)
10330,0.008,0.000,0.012,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/numpy/ma/core.py:582(filled)
9256,0.014,0.000,0.021,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/numpy/ma/core.py:666(getdata)
1157,0.001,0.000,0.003,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/numpy/ma/extras.py:291(<listcomp>)
1157,0.002,0.000,0.029,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/numpy/ma/extras.py:292(<listcomp>)
18768,0.019,0.000,2.154,0.000,<__array_function__ internals>:2(roots)
2346,0.001,0.000,0.002,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/numpy/lib/arraysetops.py:125(_unpack_tuple)
2346,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/numpy/lib/arraysetops.py:133(_unique_dispatcher)
2346,0.004,0.000,0.037,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/numpy/lib/arraysetops.py:138(unique)
2346,0.022,0.000,0.031,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/numpy/lib/arraysetops.py:320(_unique1d)
1173,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/numpy/lib/arraysetops.py:364(_intersect1d_dispatcher)
1173,0.008,0.000,0.059,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/numpy/lib/arraysetops.py:369(intersect1d)
108,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/numpy/lib/arraysetops.py:515(_in1d_dispatcher)
108,0.002,0.000,0.004,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/numpy/lib/arraysetops.py:519(in1d)
108,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/numpy/lib/arraysetops.py:636(_isin_dispatcher)
108,0.000,0.000,0.005,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/numpy/lib/arraysetops.py:640(isin)
2346,0.002,0.000,0.042,0.000,<__array_function__ internals>:2(unique)
1173,0.002,0.000,0.063,0.000,<__array_function__ internals>:2(intersect1d)
108,0.000,0.000,0.004,0.000,<__array_function__ internals>:2(in1d)
108,0.000,0.000,0.005,0.000,<__array_function__ internals>:2(isin)
1,0.000,0.000,0.000,0.000,<__array_function__ internals>:2(flip)
117267,0.081,0.000,0.322,0.000,<__array_function__ internals>:2(copy)
18768,0.014,0.000,0.175,0.000,<__array_function__ internals>:2(append)
18944,0.019,0.000,0.271,0.000,<__array_function__ internals>:2(diff)
27473,0.024,0.000,0.046,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/numpy/lib/shape_base.py:608(_column_stack_dispatcher)
27473,0.115,0.000,0.316,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/numpy/lib/shape_base.py:612(column_stack)
27473,0.027,0.000,0.420,0.000,<__array_function__ internals>:2(column_stack)
18768,0.003,0.000,0.003,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/numpy/lib/polynomial.py:168(_roots_dispatcher)
18768,0.339,0.000,2.008,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/numpy/lib/polynomial.py:172(roots)
25158,0.113,0.000,0.116,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/numpy/lib/stride_tricks.py:414(_broadcast_shape)
25158,0.004,0.000,0.004,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/numpy/lib/stride_tricks.py:474(_broadcast_arrays_dispatcher)
25158,0.029,0.000,0.049,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/numpy/lib/stride_tricks.py:536(<listcomp>)
75474,0.024,0.000,0.024,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/numpy/lib/stride_tricks.py:540(<genexpr>)
25158,0.076,0.000,0.288,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/numpy/lib/stride_tricks.py:478(broadcast_arrays)
25158,0.029,0.000,0.360,0.000,<__array_function__ internals>:2(broadcast_arrays)
18768,0.014,0.000,0.126,0.000,<__array_function__ internals>:2(diag)
18768,0.017,0.000,0.935,0.000,<__array_function__ internals>:2(eigvals)
1,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/numpy/lib/function_base.py:150(flip)
298071,0.181,0.000,0.293,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/numpy/lib/function_base.py:244(iterable)
117267,0.018,0.000,0.018,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/numpy/lib/function_base.py:722(_copy_dispatcher)
117267,0.037,0.000,0.169,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/numpy/lib/function_base.py:726(copy)
18944,0.004,0.000,0.004,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/numpy/lib/function_base.py:1160(_diff_dispatcher)
18944,0.206,0.000,0.224,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/numpy/lib/function_base.py:1164(diff)
18768,0.037,0.000,0.544,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/numpy/lib/function_base.py:2135(__call__)
18768,0.012,0.000,0.020,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/numpy/lib/function_base.py:2195(<listcomp>)
56304,0.013,0.000,0.013,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/numpy/lib/function_base.py:2196(<genexpr>)
18768,0.033,0.000,0.033,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/numpy/lib/function_base.py:2200(<listcomp>)
18768,0.020,0.000,0.029,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/numpy/lib/function_base.py:2224(<listcomp>)
18768,0.117,0.000,0.276,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/numpy/lib/function_base.py:2165(_get_ufunc_and_otypes)
18768,0.013,0.000,0.068,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/numpy/lib/function_base.py:2244(<listcomp>)
18768,0.129,0.000,0.507,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/numpy/lib/function_base.py:2234(_vectorize_call)
18768,0.003,0.000,0.003,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/numpy/lib/function_base.py:4758(_append_dispatcher)
18768,0.033,0.000,0.146,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/numpy/lib/function_base.py:4762(append)
9384,0.001,0.000,0.001,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/numpy/lib/type_check.py:117(_real_dispatcher)
9384,0.003,0.000,0.003,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/numpy/lib/type_check.py:121(real)
9384,0.001,0.000,0.001,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/numpy/lib/type_check.py:163(_imag_dispatcher)
9384,0.005,0.000,0.005,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/numpy/lib/type_check.py:167(imag)
9384,0.002,0.000,0.002,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/numpy/lib/type_check.py:206(_is_type_dispatcher)
9384,0.032,0.000,0.048,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/numpy/lib/type_check.py:247(isreal)
9384,0.008,0.000,0.062,0.000,<__array_function__ internals>:2(isreal)
9384,0.006,0.000,0.015,0.000,<__array_function__ internals>:2(real)
9384,0.006,0.000,0.016,0.000,<__array_function__ internals>:2(imag)
2,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/numpy/lib/index_tricks.py:757(__getitem__)
1,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/numpy/lib/function_base.py:146(_flip_dispatcher)
18768,0.018,0.000,0.018,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/numpy/linalg/linalg.py:102(get_linalg_error_extobj)
18768,0.017,0.000,0.025,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/numpy/linalg/linalg.py:107(_makearray)
56304,0.016,0.000,0.022,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/numpy/linalg/linalg.py:112(isComplexType)
37536,0.017,0.000,0.025,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/numpy/linalg/linalg.py:125(_realType)
18768,0.042,0.000,0.067,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/numpy/linalg/linalg.py:135(_commonType)
18768,0.010,0.000,0.010,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/numpy/linalg/linalg.py:193(_assert_stacked_2d)
18768,0.010,0.000,0.010,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/numpy/linalg/linalg.py:199(_assert_stacked_square)
18768,0.045,0.000,0.165,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/numpy/linalg/linalg.py:205(_assert_finite)
18768,0.003,0.000,0.003,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/numpy/linalg/linalg.py:472(_unary_dispatcher)
18768,0.371,0.000,0.900,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/numpy/linalg/linalg.py:988(eigvals)
18768,0.003,0.000,0.003,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/numpy/lib/twodim_base.py:230(_diag_dispatcher)
18768,0.082,0.000,0.099,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/numpy/lib/twodim_base.py:234(diag)
23812,0.022,0.000,0.155,0.000,{method 'all' of 'numpy.ndarray' objects}
7789,0.009,0.000,0.060,0.000,{method 'any' of 'numpy.ndarray' objects}
